"","id","long","lat","states"
"636",972236013887283200,-118.243,34.0522,"california"
"637",972263179001696256,-85.7584557,38.2526647,"kentucky"
"638",972263174434148352,-70.142927,41.734637,"massachusetts"
"639",972263164447481856,-85.6680863,42.9633599,"michigan"
"640",972263091856691200,-92.4453161,42.5348993,"iowa"
"641",972263037234307072,-95.9898964,30.0939175,"texas"
"642",972162462240985088,-74.4056612,40.0583238,"new jersey"
"643",972068309809156096,-77.0368707,38.9071923,"district of columbia"
"644",971794151170760704,-95.712891,37.09024,"kansas"
"645",971794117964394496,-95.712891,37.09024,"kansas"
"646",972160880984166400,-74.0059728,40.7127753,"new york"
"647",972215967991279616,-118.2436849,34.0522342,"california"
"648",972215967991279616,-118.2436849,34.0522342,"california"
"649",972215967991279616,-118.2436849,34.0522342,"california"
"650",972215967991279616,-118.2436849,34.0522342,"california"
"651",971946439378198528,-82.907123,40.4172871,"ohio"
"652",969698742709370880,-122.6764815,45.5230622,"oregon"
"653",969235876495675392,-79.0780831,40.008411,"pennsylvania"
"654",968915778874507264,-71.0588801,42.3600825,"massachusetts"
"655",968558821135155200,-95.712891,37.09024,"kansas"
"656",971849947946483712,-119.4179324,36.778261,"california"
"657",971849511025852416,-119.4179324,36.778261,"california"
"658",971849090249121792,-119.4179324,36.778261,"california"
"659",971794747529416704,-119.4179324,36.778261,"california"
"660",971791680734085120,-119.4179324,36.778261,"california"
"661",971791593664495616,-119.4179324,36.778261,"california"
"662",971791236452397056,-119.4179324,36.778261,"california"
"663",971790882964828160,-119.4179324,36.778261,"california"
"664",971790585043415040,-119.4179324,36.778261,"california"
"665",971790456982970368,-119.4179324,36.778261,"california"
"666",971517504945188864,-119.4179324,36.778261,"california"
"667",971517144830640128,-119.4179324,36.778261,"california"
"668",971516942476500992,-119.4179324,36.778261,"california"
"669",971931340227608576,-83.0458,42.3314,"michigan"
"670",972150611088171008,-84.4957757,39.091449,"kentucky"
"671",972149172173406208,-82.907123,40.4172871,"ohio"
"672",972140065106415616,-84.2700179,37.8393332,"kentucky"
"673",972133904957263872,-75.977985,36.8529263,"virginia"
"674",972133869775450112,-75.977985,36.8529263,"virginia"
"675",972132621755928576,-85.264502,45.317759,"michigan"
"676",972127159874740224,-82.5154471,40.75839,"ohio"
"677",972125566005600256,-81.5861847,28.5652787,"florida"
"678",972125217995796480,-80.3350326,25.720399,"florida"
"679",972117955889782784,-75.0786357,40.0736106,"pennsylvania"
"680",972108624167305216,-85.5872286,42.2917069,"michigan"
"681",972103768278994944,-77.0441143,35.108493,"north carolina"
"682",972143938088947712,-74.0059728,40.7127753,"new york"
"683",972132849397747712,-77.0368707,38.9071923,"district of columbia"
"684",972129956607201280,-89.086446,42.241772,"illinois"
"685",972135836757250048,-84.3881,33.7489,"georgia"
"686",972133104507813888,-121.567,45.5381,"oregon"
"687",972140949383122944,-94.658108,39.022807,"kansas"
"688",972140945075404800,-82.6402915,27.7676008,"florida"
"689",972140889807183872,-87.2103008,39.5025718,"indiana"
"690",972140881309560832,-97.3307658,32.7554883,"texas"
"691",972140854755430400,-107.4338866,32.4507852,"new mexico"
"692",972140836568883200,-81.6943605,41.49932,"ohio"
